AG38,0.027024633112730238,0.06605444485703468,0.08880406674726854,0.02668760683502193,0.027626673595426875,-0.021627340183090458,-0.01650215412110901,-0.021526828235502764,0.0009224444331166004,-0.009824819860720852
EMX07,0.02163802761068229,0.11026735756555962,0.12983265410788322,-0.00980710788627634,0.016634402194023203,-0.02235774206353127,-0.010962749830924186,-0.03818870687845815,-0.03839746802039208,-0.01782829440756989
ag10,0.02164688387131704,0.0667926644899228,0.03855735982266146,0.022772049507657283,0.014231833261743177,-0.024362144651952158,-0.018736513371679392,0.020984515947617553,-0.008957219844887253,-0.0025238253292320456
N634421,0.06680260953238691,0.062072349293659124,0.292214231296755,0.044009287787346786,0.02215240137545432,-0.035785296582393454,-0.06061203813405605,-0.2130126922346471,0.0040284860345291326,0.011225839686981967
SG6040,0.04162243228864631,0.08507155465387176,0.189517378770906,0.07619922417223673,0.030415152102259046,-0.03830334138738906,-0.03240359191107912,-0.14486152521578985,0.0027238438983241803,0.007850345628923495
DU84-132,0.039342296227618395,0.09884296409007269,0.1528446203946778,0.08595648053828134,0.03032272574367419,-0.032451185845325504,-0.03836631718654287,-0.07056281036855601,-0.02470078096064537,0.023739546829749172
EH210,0.015815512501551384,0.10519980505977107,0.11360731174956559,0.014406566615737072,0.010372057290853382,-0.02268068474819405,-0.037864814127693706,-0.0235802880082486,-0.0573342377240268,-0.0016311659414565167
FX61184,0.04931061342543015,0.07059713858332393,0.26390668470175266,0.05406641101699092,0.036683432586409874,-0.02830080371743455,-0.01096925396123255,-0.21287475528833907,0.030731452934504792,0.022896509300637823
S4061,0.03364341027412242,0.07347919972011431,0.15766486786643175,0.06334140468188114,0.009512529168388637,-0.0164497102014934,-0.05991559272519112,0.03271365706225244,-0.00928542481177127,0.0012495162759218537
Aquila,0.0247651613659905,0.11105149036778494,0.14019969235150703,0.051857131604306654,0.01687948010928847,-0.02615217930784672,0.009642007143479443,-0.018212194949170268,0.0012769673362335572,-0.0017270425667260184
dd928416,0.018745981666337706,0.07787753994231633,0.07679522139922809,0.049694003514338746,0.011616633441485053,-0.016609741613293715,-0.04796463707963946,-0.013526573676541406,-0.039656815994317834,0.005213066942398186
N63618,0.0633908036901074,0.0579423770193733,0.27116243098248166,0.05772433106770849,0.02953964147222735,-0.02908216704123869,-0.04176611052072708,-0.16129913038197266,0.017055421983600317,0.02004924825058538
HS510,0.027557955380387595,0.07760532739525502,0.13205051450911978,0.002225439748273292,0.000600488597367862,-0.022825949737445183,-0.019638279652764518,-0.03451945386623632,-0.010748843726404807,-0.009916558931536729
ma409,-0.0029602816626731828,0.10617903395127853,0.03916120103560853,0.09562939869244196,0.011828737435442736,-0.02551283016846606,-0.04168920631449795,0.018679795481934804,0.020392772075218314,-0.0035767707979336497
DAI1335,0.05554823930455933,0.06554455488971694,0.3154097272748752,0.03163505345665459,0.019635478013291744,-0.04020945827042224,-0.021875985906794106,-0.03076151323320088,0.0318852594067557,0.0038740080961619746
SG6041,0.030292839434603536,0.08691337288881434,0.0775588221661582,0.09015997558382638,0.014204252835587005,-0.026761070353398368,-0.017290581735705364,-0.06114510461604894,-0.019844659316090883,0.002434524220893677
DAE11,0.04625766146220785,0.06891344536576635,0.29978828766147764,0.05619051303369667,0.01605092697311831,-0.03184218080986907,-0.013066229348749363,-0.002782571772873348,0.0358845061053217,0.005738357747702059
SG6043,0.03821100798717914,0.09760930231494025,0.143125770580564,0.11805375863429392,0.03832663905855514,-0.03569985578717462,0.001446615820363926,-0.015480509792593777,0.04075625115256787,0.021247279904639243
clarky,0.018761599586674192,0.12587262934311108,0.12124156329196456,0.08703240815802575,0.023507724067875015,-0.03861851571867575,-0.04201115680378388,-0.020825835292315412,-0.012561660715629586,-0.005520755657391807
RAE2822,0.0278494053146408,0.04353999409940265,0.09743319830214421,0.07388590178598865,0.01781991270347528,-0.03375571104196483,-0.011985207735979534,-0.17861291998798445,0.016181889170883382,0.004452686962247467
EH159,0.01445901624465713,0.0895667745708769,0.09429689264690899,0.016322326843883413,0.008511083629299473,-0.019476464370133055,-0.03975243301489542,-0.026356635821708902,-0.04868953917330782,-0.0019353531222825336
AS5048,0.04834854034146886,0.06516448684897728,0.23405902374143409,0.014811332766205621,0.05304150937371674,-0.03547165787580995,-0.01841878833836593,-0.21161679189392707,-0.015255138338478995,-0.012436607360474191
ag46c,0.023390112020137868,0.07114299619172373,0.06617718102160912,0.041589229145246855,0.010418836582021244,-0.01694298107978236,-0.021200928526160075,-0.012253108753404228,0.025443947818533635,-0.0006011697230961673
DAI1336,0.05170990665421443,0.08133941698269341,0.26837371756714784,0.06072420592340443,0.015132497821987742,-0.040514803818798975,-0.02176811714213009,-0.030946416088552288,0.031903446509306994,0.0038521830744572233
Dragonfly,0.02744705842125268,0.11388610071937202,0.22957516171433698,0.019691426875691923,0.05422127389640485,-0.031679491655968894,-0.03147678082037839,0.13715807164624483,0.01614481165759652,-0.012914323273880226
SD7062,0.044785211716561815,0.1403141975495627,0.16045951526871327,0.07355503128720611,0.017331013202456506,-0.03609401762330113,-0.03842317171423124,-0.05736475770622804,0.012862730834334899,0.005390481356560731
SG6042,0.03497735967437867,0.09192928344688163,0.11052686448341381,0.10519013624263884,0.025924805127717134,-0.030500144864586215,-0.007556389282730109,-0.03977079241779074,0.012175750310546529,0.011602861194907175
S6062,0.018798075533802198,0.06478633656778629,0.08464247635853883,0.04658473275323331,0.004938234447088871,-0.01663775705848329,-0.041038342088454034,-0.023577954325340298,-0.0203417068821009,0.002679704957312436
FX63-120,0.05280408046881743,0.07976597054877742,0.1981666236486399,0.07349550108430472,0.0409331261452205,-0.01909744953826199,-0.021594373554117176,-0.06485664044755549,0.07029299011828287,0.032115046395843554
Teal,0.009979625535290065,0.010160100309057726,0.09740703347641869,0.03827988689650761,0.02853361607405957,-0.0023798097572436928,-0.007221277409012941,0.041486436137435606,0.022318144216793227,0.0033668560393416156
HM10011,0.023080265142216044,0.09289494570151198,0.08128960256811624,0.04999777567066426,0.008397664243509975,-0.0192711251102328,-0.061860766994681224,-0.04064512707829792,-0.02035333764821629,-0.0007834006872121045
FX02196,0.06248619378689434,0.051275830154289166,0.3229378257032391,0.04420221292591716,0.027769648285905165,-0.02982341820007378,-0.021255880755188732,-0.19194160638863278,0.035863890092111765,0.011378089922474844
ag47c,0.025003813489327592,0.05151841757006476,0.060330702186996335,0.03436889629297979,0.009168061138862078,-0.0166968170326968,-0.017010340525593474,-0.012586535363287424,0.025665776167146617,-0.0012779235047052297
SD7003-85-88,0.02381172891678944,0.08966477129532138,0.0683440860046074,0.03577203181445137,0.011372595381645523,-0.024907253640381682,-0.04359607603242001,-0.032632955840319146,-0.01207408956324499,0.004990323382964343
S6063,0.01969812383393763,0.05415222572559219,0.07769115253838632,0.03719326041453546,0.0057679750066776895,-0.015960843555803742,-0.03758238068298581,-0.021169283747603268,-0.01168553137950359,0.0014684534862882044
AG03,0.023209246408853353,0.07619993950763282,0.0642887160465377,0.03506187994063214,0.01147892122140383,-0.014533302850066212,-0.025858382976250885,0.0014483481829802843,-0.010028290146510742,-0.0018873967188576125
bw3,0.05043980530778136,0.003883592804446295,0.22071842634337058,-0.010622679407108879,0.07268255391721788,-0.042531946509228556,0.006089435317949919,0.10018489713270935,0.038623100945863624,-0.007693862572255759
