AG38,0.006112995829783022,0.020125118999221897,0.03687945491182767,0.04926225074117627,0.05559003200020282,0.05587191746391695,0.048954272025682984,0.04172742461960879,0.03102164831427745,0.0222356247331163,0.011657045072609513,0.0055796306797348105,-0.004982903419494999,-0.010787355138009658,-0.015002266488006682,-0.01628417923462806,-0.01552107136116449,-0.013402711286915798,-0.01108574237660094,-0.008783370828594896,-0.006621775933172003,-0.004807622936439842,-0.0032556673256108042,-0.0031169492863546756
EMX07,0.00517001095154387,0.02399121125339554,0.04845902668268542,0.06854352032314191,0.07625100427471455,0.06964109879453695,0.05502571815238154,0.038160472577179014,0.02308522343493331,0.012201371023851068,0.005463834549800177,0.002870616132904818,-0.004969561470098829,-0.01050469279433173,-0.01626651328421489,-0.02004831067125696,-0.024124570925543102,-0.02730873997297203,-0.028496414218710738,-0.02761340771590605,-0.02306194405932298,-0.016532363284774056,-0.00966662760192792,-0.004265924549580881
ag10,0.005836466069882359,0.01694860913004232,0.030444074066836108,0.03806666919952617,0.039723442513284725,0.03671208974242442,0.031854830250407855,0.0257295910559569,0.018924971119032193,0.012464781027452538,0.006918572171610707,0.004078232861380591,-0.005477035304435492,-0.011525232149997549,-0.013263537139145954,-0.010031941075707144,-0.005721919087410425,-0.0021944057315876533,-0.0012491563249268072,-0.0014758133342209776,-0.0014257318151939709,-0.001488009711167279,-0.0013372443727785806,-0.0018696309802264182
N634421,0.01608385128844183,0.03767551289736277,0.07074366829133812,0.09973283087763524,0.12083181274918728,0.12768477456775662,0.11575562075841503,0.09048818375949921,0.0599888913364218,0.03270040630612291,0.013807490724155427,0.003322212126343523,-0.0036576900615127796,-0.026334341571509108,-0.05040912766996476,-0.07074467989953455,-0.08385373403677429,-0.08556265025125785,-0.0711403006210553,-0.047489439098291945,-0.02287298973627255,-0.00532222081511912,0.0027821014908710404,0.0020682520718580738
SG6040,0.008451897017451773,0.030244036711590695,0.0575265498421238,0.08200070687036666,0.0996797422002959,0.10551710211009357,0.09895265741444104,0.08263795394829325,0.06038541700032237,0.037523917011188436,0.01896429576473528,0.00452822649137613,-0.008173419167726077,-0.0212462622367636,-0.03838025096500849,-0.049232410308838716,-0.055832800419591135,-0.056806704449586146,-0.04986177938930792,-0.032006351290389465,-0.014836620468087812,-0.0031250433058513712,0.0016154875035997117,0.001600656429585633
DU84-132,0.008988436356502618,0.02994934227422174,0.056899653816374886,0.08040494023209488,0.09459468949207105,0.09877147741235844,0.09315407311765318,0.07883043159982386,0.059207350731541354,0.03770437593064372,0.019087224799618406,0.00531657341484154,-0.00465868800345054,-0.01926273101286755,-0.029764913925681865,-0.03798769725384834,-0.04005693509705891,-0.03854994695661142,-0.032513311334632124,-0.025218316721721992,-0.006886227376665287,0.006993946276626939,0.005125697208620239,0.0013841254730347287
EH210,0.004404013957002833,0.02063219052608824,0.044540343070024774,0.06325895188702671,0.07145132248545094,0.06788529949825904,0.055889685170018535,0.04044754227708498,0.02567906637204739,0.01374591438314025,0.005664379624148877,0.000983214175357446,-0.004380720369670344,-0.014220880573202994,-0.022930773386822145,-0.02721813738163374,-0.030067691461723618,-0.03208446547606267,-0.032230105305171154,-0.028763928738338135,-0.021710018009603246,-0.012959081450809241,-0.005619012306453725,-0.0009873345564830078
FX61184,0.010249830928108045,0.03197421233615435,0.06422277147485518,0.09249570689254025,0.11299175601371436,0.12155362403573541,0.11533538982324239,0.09476468477717467,0.06374401471791968,0.0382666925787173,0.019660044953760593,0.007254970613522332,-0.002742798314422838,-0.016976742308844158,-0.03381655706384469,-0.050054390464581586,-0.06165327632868811,-0.06539039018418549,-0.05762747306039034,-0.031392457055093796,-0.007515144924709201,0.005392214437991804,0.00829318175109184,0.004579967267503727
S4061,0.007522292427001161,0.024604178406842474,0.04813667861650149,0.06943847275903933,0.08284925448204164,0.08631706587153573,0.08033889376838146,0.0655019731846196,0.044616773100510695,0.024139808428331366,0.009675220596311943,0.002130723903307545,-0.004398903574635034,-0.013078869969883174,-0.019839653690965114,-0.019575372223618274,-0.014192242167607536,-0.007536613649835164,-0.002817620171263847,-0.0006737361796157065,-8.309463058774543e-05,-3.170071946684534e-06,1.4695115131922241e-07,-3.8189371285490775e-08
Aquila,0.006475314787726158,0.025760480550106005,0.052818749892088485,0.07523110141696211,0.08696689720593438,0.08769349539350935,0.07821422512716145,0.06165193378929006,0.042605734262400274,0.024897774621925946,0.011289986735941232,0.0029191069171010733,-0.005525072098152386,-0.00990944122194327,-0.009015030013832241,-0.007946802144648343,-0.007115718177578125,-0.0059476970071852785,-0.0047380872097009235,-0.003525054378703756,-0.002381126819040569,-0.001417180668123542,-0.0006359152451233307,-0.0001498518342542198
