AG38,0.11489633897157822,0.15684915643366162,0.1292614911183503,0.15178580120643434,0.17596354393842611,0.03232401249055236,0.2619506980346497,0.04135850152559607,0.26355579210308966,-0.11344032574483665,-0.005218842802984225,-0.1283069584344673,0.11156824762339981,-0.21472455351147524,0.16574199265125408,-0.1956589481737618,0.09193251683480723,-0.12312356642517058,0.02582004876765241
EMX07,0.12404084098543813,0.2412298968193486,0.18831763426888498,0.19754209473265583,0.14907820724929075,0.10854693693988296,0.15106358677751083,0.03285549567537128,0.11400818054943654,-0.11805525863237837,-0.03863310189262167,-0.09188706779529074,-0.028685823279324667,-0.14072961344931775,0.007501543763769281,-0.22265386026624354,-0.007711077978733869,-0.22276116114144323,0.03682339025849586
ag10,0.052469534705620303,0.10998874708243518,0.10417448297836786,0.06473707000061446,0.14148095668101637,0.003069861724515316,0.1793739355399118,-0.0011290561770521683,0.16684235034129288,-0.16539452593674261,0.01409270622116652,-0.09402808054442093,0.11967140870274631,-0.1337289220335601,0.12077268212371628,-0.11198465790677914,0.07144843443205821,-0.06928068837070493,0.06944625414057591
N634421,0.23027295101489906,0.28193824186092353,0.33128171784579996,0.3400104402696822,0.3488630729023009,0.29823479272138603,0.30718499990182674,0.2232877076657206,0.19794807901403308,-0.21454653125688902,-0.2743190845526779,-0.11462672141437977,-0.40678291322272747,-0.04005301621245035,-0.32286905663111526,-0.023238082199550238,-0.12455210715782715,0.12775108162195986,0.04195078094493617
SG6040,0.1826982769625034,0.26248189180112697,0.2221597676384462,0.36408688940753803,0.16511085955786342,0.38517109007879113,0.21799813819162772,0.2830871653666709,0.29233415599603707,-0.1809737897690464,-0.1498372111049353,-0.15432544590012254,-0.10658584634015837,-0.2284549494822953,-0.0937474797232869,-0.058910576862159454,-0.06608769300830601,0.08147429506867988,0.025139749464922298
DU84-132,0.1749560297224687,0.2548311983271049,0.2428501384776993,0.24743113941502007,0.2805384204620216,0.24130922375576916,0.29453753572559255,0.24833907973250333,0.31209944332772527,-0.1641428931830937,-0.11882524700067269,-0.05608350512389445,-0.26008296315185775,0.18761229353120018,-0.34925739673270634,-0.040505626658053455,0.1305353635440564,0.07264165072858585,0.03137471168430011
EH210,0.11354265960108963,0.26575189765612567,0.09198036853281559,0.3139330572444264,0.013860312650992338,0.25657334698006345,0.04106506851324572,0.1423235456265441,0.060110997262175864,-0.12121093595579821,-0.08046578051986313,-0.06082488595727292,-0.10331502252565129,-0.05938042572661921,-0.13219895730889591,-0.07865413005299217,-0.12031269552460025,-0.06648601219418317,0.01814446404211934
FX61184,0.17530313874452064,0.310019679680555,0.23413657568346286,0.41670557506673916,0.2132438965950675,0.44111741867796933,0.29018347500847175,0.17675931772486939,0.37892006957091806,-0.15806411370778733,-0.17476837441581253,-0.16749265169912209,-0.13739874837755392,-0.2353904715362061,-0.2140370383952929,0.11427936497145584,-0.11817169094066685,0.2569774881032844,0.04533707817015617
S4061,0.14910568946703082,0.2193537388963611,0.2211312591102133,0.21872794899440684,0.22829380410791023,0.2355958496354423,0.2225072413046855,0.1790336051765588,0.12674996277673076,-0.11755367437142883,-0.06356346979150423,-0.03090742514191029,-0.011551886678201315,-0.0029784867471369133,0.0002492170399778567,-0.00014806688829488332,5.660556889081014e-05,-1.0036265685046187e-05,0.021262988946676952
Aquila,0.1519595188079413,0.2769894472987408,0.17827837063140362,0.2759757588056483,0.19449717959259613,0.22015052525654055,0.19933966712159482,0.17680838094644533,0.1694830506347151,-0.1051507004984179,0.057810965503022636,-0.13798656668824305,0.12774748104917907,-0.14158250676843653,0.07559751270074404,-0.05352063651220681,0.0038698679159451946,-0.012398198457884233,0.020430508042832602
N663418,0.1679757535362806,0.1974947111416883,0.3056723968595385,0.2577168936783946,0.2472760535147812,0.497608380951029,0.2799730082325847,0.35732531973847514,0.22550434984902426,-0.1751504000670772,-0.14330782913107165,-0.16410890565455913,-0.2261192027762119,-0.020495980349682717,-0.4772125573699693,-0.01716003622670828,-0.24490793243373032,0.09954054177337023,0.037684224415819575
dd928416,0.024561821851013764,0.1725564984125618,0.08960784723976577,0.22399870522725943,0.07651929378570582,0.1962702443498427,0.1139951855619202,0.15630484912573014,0.12402462849502452,-0.1874939870203837,-0.09902705664281584,-0.059115398593098174,-0.08550021516144926,-0.04239360697589491,-0.07502178857663885,-0.06718685406114343,-0.0711604342723911,0.010323319544894263,0.09676437571340682
marske7,0.13744844269741643,0.23517752034508363,0.10855739820671834,0.4477277856768082,-0.13287277096831362,0.7851775324406622,-0.1573320456274426,0.17525575427244006,0.03195512779654563,-0.1193532583020169,-0.033679596594666274,-0.15422988848967065,0.03789833167410177,-0.22512578399833125,0.027668772169849844,-0.20386973006889328,-0.10673644472800004,-0.2663441247074835,0.0148698933786383
