AG38,0.1370766114550162,0.1672479324580547,0.10196079997762914,0.2294211091471266,0.01177652182202188,0.2547230426206558,0.046485425218933375,0.25426822938879473,-0.08437301175658309,-0.0205968136012802,-0.06484418082741909,-0.011286814344306412,-0.020011562013163814,-0.06681153742062174,0.025480066895628026,-0.09327151212017742,0.0031930025231511425
EMX07,0.08820943248928098,0.24579985880952543,0.16068246453194251,0.22497513204363215,0.0643979644644726,0.1914825562199236,0.022110544874973104,0.11383230616344049,-0.15228232115495965,-0.0494624278122322,-0.07801810116448196,-0.08656236733403863,-0.028021438613682576,-0.1843392290956293,-0.029827353486912477,-0.20558287901281735,0.0725712007672259
ag10,0.03658828780040236,0.11231138653778973,0.0688885693073227,0.1301514982049791,0.0220973898543376,0.1612227757539415,0.01168103695309227,0.15545359850883297,-0.17534658370896275,0.00410340730284835,-0.06228181916496027,0.06316729111265046,-0.04115157214144485,-0.006792132543340126,0.02034361697853651,-0.04788473680268003,0.0840970316342731
N634421,0.22628926833718302,0.28935687619702394,0.3288371101847724,0.36845193341279403,0.3003267304966265,0.3245248054984935,0.2299141303758066,0.19724868720741384,-0.22066385440127617,-0.26475973305426975,-0.1531826532928882,-0.3499475552532449,-0.10471523897747356,-0.18105573665085684,-0.08600847370356504,0.1112630097377588,0.04379273884413566
SG6040,0.19704803019353367,0.2602993424827784,0.25675575180181914,0.30896836657984905,0.23708143628684347,0.3302304754489336,0.22584212855506805,0.31040516540934937,-0.16723449173497656,-0.1529840132915971,-0.13219784534670967,-0.1474465321582367,-0.2150168400367664,-0.007887960348020202,-0.1012966392312763,0.08475330944744983,0.012485491297604396
DU84-132,0.15760865124356466,0.2609767928937096,0.2232829924565439,0.2845642883701766,0.23700667708538817,0.2972497114606112,0.24290371412466644,0.3117400419598604,-0.1871944944909389,-0.08774658469002536,-0.15493973440151187,-0.06977440337397207,0.00045559366763583866,-0.3377125002604443,0.2250373397747188,0.05334973175061034,0.04825268592244026
EH210,0.1169403130719736,0.25323579742978775,0.1261549898817975,0.23532402413955295,0.0967161796411918,0.14761311350383982,0.0999446359927798,0.0751699550508272,-0.12634949471560106,-0.0711301993492,-0.07773952803703635,-0.07967710228790233,-0.10268969206157173,-0.09823356664282608,-0.11241519360484915,-0.07200074953605091,0.021633288405048103
FX61184,0.13883839929950278,0.30256019379793764,0.24857847294667626,0.40168470170365284,0.24291423569009032,0.46456797710273656,0.09981819074999893,0.39155084523618816,-0.19668956578786362,-0.19059225345101555,-0.17291544021769356,-0.09613228002369895,-0.419040580466703,0.18940148472800172,-0.16570163854123438,0.2558871045213838,0.08383274745742098
S4061,0.12149147355281997,0.22046261249955865,0.21726475116884594,0.21940467421024737,0.23675992234829743,0.23426891233884903,0.18658778561608066,0.12672725619440253,-0.1451594839673281,-0.06483266508670976,-0.02346521037255762,-0.005199364484002858,-0.00010170808715336686,4.3619651702492146e-05,-7.457914655705912e-06,1.6474244952309682e-06,0.04887260166907855
Aquila,27.365810050283926,6.118149574749054,0.6437888480693722,0.25786383484878694,0.1687160834488868,0.23432276353788475,0.16807951296853335,0.17197681101756865,27.1131749063111,5.882233572706432,0.3660884655563671,0.05062896810020343,-0.08822329396109443,0.03704429901253543,-0.030831334378103627,-0.003907538516419075,-27.192567586498196
