AG38,62.57937852596695,18.899161213224243,2.4386475423011724,-0.14753324111744176,0.18020117356132728,0.19607944280035666,62.36013280916022,18.720206952573253,2.26303187008498,-0.3298536598048669,0.07897778132268074,-0.08858773532526748,-62.43796758568335
EMX07,83.8357714769952,25.404876497640338,3.196226588240953,-0.20776021592534374,0.1671999546978799,0.06348513392176422,83.59794790959894,25.084694271153996,2.9984170869556266,-0.48146614921783243,0.024129696501618315,-0.1964460108945184,-83.67664346762957
ag10,42.30807447116399,12.79024066732183,1.6080251252439437,-0.0747964392744809,0.10001560929352027,0.11172809677453134,42.10295021883042,12.685637985057092,1.543292650897429,-0.2038053142539026,0.06231464227905395,-0.04457270821734414,-42.18784057726192
N634421,-42.78466689984023,-12.625130347175102,-1.2019088283201391,0.5136538254862952,0.22594761875027602,0.20074853039038928,-43.24536915753453,-13.148077954534754,-1.856864330007164,0.037265784117045814,-0.21153301561260981,0.1149649913943812,43.05877686639664
SG6040,-60.654847173465974,-17.99527409265071,-1.975465329061881,0.5919597937761675,0.16665517311200723,0.31825412961059973,-61.02552822984073,-18.399603429210124,-2.410518847818104,0.12617733088449903,-0.14140483900618092,0.07359580261417645,60.86789415888364
DU84-132,146.2735967240801,44.135587164684374,5.590622973189094,-0.36757465128601735,0.41455611186348956,0.2668436303908692,145.94072318549033,43.72266406760492,5.3580129447327165,-0.8977411925284673,0.18570939839394754,0.07517167492183864,-146.06992665827465
EH210,16.429114982647363,5.1420300708680635,0.7333115544422253,0.08963938686651013,0.1242861456282712,0.07452604036229096,16.176488243510345,4.834783509579252,0.5087933903164078,-0.16812617891265386,-0.099607237582189,-0.07998919674869362,-16.28171390723338
FX61184,-180.9191576205037,-54.02951266238697,-6.460878467998727,1.3723269102392384,-0.10992563042069357,0.41488848838304976,-181.26106077282404,-54.55230478421225,-6.849342469722288,0.619256482737709,-0.23958600162068833,0.22741919420662673,181.14838679972644
S4061,0.17733107566887155,0.25730220893403555,0.18598798614993003,0.26875258143898556,0.21054294323305994,0.12672426451598923,-0.08930290219682963,-0.035538836297212606,0.00022146800392882878,2.7268887131270504e-06,-1.2893591885917857e-05,7.694115490809537e-06,-0.006976624871113333
Aquila,59.682928293012026,18.155770450056362,2.3579134599194327,-0.0070789025164195345,0.23506646828450986,0.15919599561798028,59.4332583058169,17.906355724759155,2.1079489006304857,-0.2310684971944485,0.03227087107873039,-0.017044551194247692,-59.504332384136056
