AG38,0.008267867998633004,0.02685409277651653,0.04665914841795877,0.056268696994512514,0.05479717298795757,0.044010652855858784,0.031805919657581304,0.018388499513126974,0.007466704083500364,-0.0064879789032777175,-0.012860372192269884,-0.016471844375311545,-0.015558771671096715,-0.012637178179666782,-0.00953142938596115,-0.00666531889220432,-0.004099463544464038,-0.003407573375048079
EMX07,0.0072579494355514635,0.033376576171463244,0.06450830544089933,0.07760834372846231,0.06579292904721794,0.04372052795115481,0.022932844137564797,0.009226945460810284,0.0035264284137027876,-0.006171126279086596,-0.013062301255338273,-0.018997208789420884,-0.024244945543945438,-0.02812651231734262,-0.028445073908113135,-0.02359201803184997,-0.014147921063511832,-0.0063856311979790335
ag10,0.007424900420782581,0.0225157726953355,0.03719867706548988,0.0399895269335528,0.035395837635488446,0.027971603857580938,0.0190528642788689,0.010348431368520924,0.005113661801734865,-0.007127983628621121,-0.013254194681819365,-0.011637253064774427,-0.005451217507442291,-0.0013783171197199909,-0.0013922998359451224,-0.0014793386612540398,-0.0013422056007792087,-0.0018968193603597682
N634421,0.01929571143260129,0.04958111158735574,0.0924058909974814,0.12220407355342125,0.12734439293449817,0.10083451846466104,0.0599510983394552,0.025193341122384725,0.005823402449263333,-0.00678652318864821,-0.03612502765385684,-0.06568776749312877,-0.08514548200062338,-0.08382877718250074,-0.056308835738412236,-0.022577593816015012,-0.0008378046753292093,0.0037491610217154163
SG6040,0.011683909877829324,0.04055414260369667,0.07565696398317535,0.1009308929678547,0.10575682014322255,0.08975399926465996,0.060596899012524755,0.031054472216914424,0.008930164959486125,-0.010275971350914261,-0.02813949502975709,-0.04720841607911176,-0.056089590321322394,-0.05695934375867532,-0.03897396749813845,-0.014249407333370817,-0.0005404914391563873,0.0025418128477261532
DU84-132,0.012196843315195669,0.03979875100723011,0.0749453224073749,0.09561338088756181,0.09894151971111027,0.08504583721865429,0.05963447841896834,0.031296085790290355,0.00942874804561075,-0.008440770407455809,-0.023678774637498755,-0.03619130264305711,-0.040844313876196386,-0.036603471055349654,-0.028975610027054267,-0.006651284022221872,0.008203394704563528,0.002473564848820475
EH210,0.006080507332407559,0.029532100600432862,0.05949743892091601,0.07257074420202389,0.06518967987168561,0.04582513815098842,0.02554891778151232,0.010548058129767677,0.0020538965533550475,-0.0060333345893720134,-0.018447170610441873,-0.02646040067796291,-0.030097439678903076,-0.03271348227447322,-0.030775625183574722,-0.021950145540449953,-0.0103235523384421,-0.0020371164055051857
FX61184,0.013484279581459188,0.04363068285516792,0.08538339473876914,0.11431012647340101,0.12254070445410495,0.10455123752984903,0.06395683305957683,0.030943701532199195,0.01161970713258763,-0.004753332592957852,-0.023280564052752657,-0.04578349407777369,-0.06238729583676012,-0.06613795527491872,-0.04222138553751131,-0.006230876306814684,0.0077002697713583375,0.007524881216354649
S4061,0.010054883898761491,0.03309541817038711,0.06432397566819374,0.0838664353603784,0.08623095362244029,0.0721587753762267,0.04483084191680706,0.018346492179338664,0.0037256338835549825,-0.005968881845571899,-0.016601318839256682,-0.021097908967292404,-0.014155223685615441,-0.005381382348284157,-0.0009636027149773231,-5.462063512120659e-05,8.105310812475925e-07,-1.8550773033854628e-07
Aquila,0.007733361152412394,0.03600262025904928,0.07034922605441933,0.08814115680423017,0.08643802359112045,0.0681162649588074,0.04272862721636423,0.019800426480968334,0.005088269288475499,-0.007530105891709316,-0.009993135432646662,-0.008149779589325388,-0.007128989413146868,-0.005543213163455976,-0.003927880065978313,-0.0023838405602665995,-0.0011353500078678741,-0.0002683525657205468
N663418,0.016176620398818595,0.03637124385630061,0.07117971152087078,0.09890022548452483,0.11328884558083235,0.11044144067502887,0.07489478076472267,0.032713669619797714,0.006910200415219258,-0.008191023802805286,-0.025216089941717958,-0.045486220317540384,-0.06169489630146948,-0.0692278472045658,-0.06629621591446394,-0.03705495077233463,-0.008038144917820443,0.0027577622728747037
dd928416,0.005586515094078316,0.02546676084762293,0.04664053346722447,0.05771001148112155,0.057151009442350006,0.046854539402255556,0.03136215047446855,0.015329299902059095,0.003827068601525579,-0.005270688560733759,-0.016577498393850375,-0.025346233007258825,-0.027592508836300593,-0.025524906790157897,-0.020839561991034768,-0.013563285649714332,-0.004221860103554463,0.0003765375848295274
marske7,0.008137503111874896,0.03126982845260252,0.059715210908658056,0.08121322765647239,0.09107711196019917,0.07965268407416477,0.0336134656140412,0.007794323354638606,0.0023309806280604273,-0.007751039656232141,-0.01630555011577737,-0.02465818031033769,-0.029762810185443363,-0.032549402537650554,-0.032509220759106,-0.029447466491324854,-0.020677777702117237,-0.007832369278372546
N63618,0.019291422098047933,0.04623494022652323,0.08718909463686626,0.11633589079978517,0.12363838258261156,0.10138866545155817,0.06437595426498001,0.029743008217989673,0.008151572881531177,-0.004783098928644893,-0.02784398399219819,-0.04829415675752168,-0.06090823395512875,-0.05791855624872384,-0.03485346134059656,-0.008442733671307922,0.00658211353318603,0.006298716855439329
ma409,-0.00023848240885339977,0.02101972059185915,0.04370234809835125,0.05875401950340156,0.061326383701794863,0.05498017487195654,0.04013900148551035,0.022871068661859388,0.0038122074467429224,-0.0067721360791146825,-0.018423646495561233,-0.018620230544612534,-0.010579933258234798,0.0007475146477449907,0.0062670181964786,0.00558109016645982,0.0039344317592739635,-0.0021918379179842948
DAI1335,0.013726869065402329,0.04792140948865372,0.09278015237193801,0.12437310346004764,0.13271214468534487,0.10403439525036463,0.05655155006605968,0.02273852813700824,0.005302757639975081,-0.012116462045989216,-0.022100841775564883,-0.024565355957256813,-0.018721285883959358,-0.008907541115667335,0.0011406775667269814,0.006752167378754545,0.005814111837942151,0.0019061860374832143
