AG38,0.012230795502899232,0.03609391130066238,0.055648894738686956,0.07176091911052786,0.04596684549075235,0.04174677827594527,0.02076888584160992,0.01069110985386343,-0.009753693541011133,-0.015060389233004973,-0.01955436575724298,-0.015268206256696447,-0.008108018607650874,-0.011169103703346178,-0.0022710648631410466,-0.004888102157342927
EMX07,0.011096907443367613,0.04557506410907055,0.08250286754733202,0.10592743405386583,0.037539047226263035,0.03845808137908668,0.005858940549804687,0.005780855586890345,-0.009232989347206361,-0.016322448959267415,-0.018275036626315286,-0.032822381569133474,-0.025737600730793665,-0.03607158390367854,-0.014156750583338753,-0.009247152926001239
ag10,0.01089557030300507,0.029670669883276764,0.04898158373162298,0.040129354509570885,0.03059643900600334,0.02715449761366247,0.009991992379835965,0.0070940456671816365,-0.010852893939682686,-0.016258604737723458,-0.011242907861388868,0.0020695862041863735,0.002248978623667838,-0.006194505594115699,0.001321332925511421,-0.00315497268681418
N634421,0.02791276773880605,0.061355524394577095,0.11299987884377216,0.1581692529122156,0.13644392077814999,0.07582146658740507,0.03000860160242418,0.007432116822717306,-0.009210537256344813,-0.058202973354067364,-0.0586465737978244,-0.13545127045854352,-0.07267064910699249,-0.0353524176427753,0.0015832835934129778,0.005061143974812003
SG6040,0.01789702991915722,0.053446132440789405,0.09095683809943444,0.13019274444448126,0.10882558417897227,0.07834794023663187,0.03779317334422499,0.011887522048987728,-0.014990835109055712,-0.03630746090644133,-0.061573507925989875,-0.04923047197905111,-0.09047260604191033,-0.0028575578955311438,-0.003677606154124838,0.004233863282680882
DU84-132,0.018390937717778996,0.05060364081079564,0.09931634929136755,0.10743766914142261,0.10906392384369103,0.07270598620535987,0.03996642410255029,0.011987262138767716,-0.013673706337318443,-0.02994537427807492,-0.042671239696211234,-0.05191403535837933,-0.018398666001513,-0.052461685463778635,0.03174923135288386,-0.00032153895247478476
EH210,0.008862765563499884,0.04105414383551522,0.07869559957027446,0.09032608668315667,0.054633157293156785,0.03240766530979116,0.01288520963844953,0.002571870064220729,-0.008904414798822837,-0.02616549143503304,-0.027371336449587006,-0.030513970296750303,-0.04043973842118452,-0.029499066652678863,-0.013164965360701207,-0.002530398018331496
FX61184,0.020394060166753665,0.05370002050927362,0.11784778092471263,0.11983403228271301,0.16009364106282165,0.07519671149618672,0.03418785506961658,0.015947904146904435,-0.0076480672927816615,-0.03166066407997538,-0.06008416822466995,-0.05997780240224904,-0.12013470541308974,0.017907276019704533,0.0039450304780704985,0.011444219674616712
S4061,0.01572826913261801,0.04004283256004336,0.08908225734966169,0.09320280796005324,0.0971604918320882,0.06125741855104682,0.02107603436189571,0.00481372623980906,-0.00880926716076736,-0.022756031741782024,-0.027123426077495957,-0.004575180356480019,0.0017464307807807005,-0.0006850393213823587,0.00016869405418568518,-3.049613264947059e-05
Aquila,0.012470640167877847,0.04849226433762553,0.09247417260221938,0.10367300433265361,0.08839793690994206,0.05291457971375625,0.02464424241092122,0.006433166864017969,-0.012021778929297915,-0.008490723006828096,-0.007733980969124521,-0.00729915590375763,-0.004169641491094102,-0.003137839369057032,-0.0014029665067624756,-0.000347623592868603
N663418,0.025825621587349506,0.032095526113588756,0.11899883449518249,0.07668853787418241,0.16492140243411282,0.10042526503591359,0.03895241958922582,0.008856058183553927,-0.01428002801270288,-0.028585692890157725,-0.06273469207767947,-0.06342064759459153,-0.08552170004679742,-0.07197055250793853,-0.002355282643085637,0.002885049615584328
dd928416,0.008374197020466845,0.0363478087475298,0.0561207525597971,0.07084487069351032,0.05557577067484022,0.04064037603276063,0.01940335326700435,0.004797750134234631,-0.007739048634002287,-0.023340316430126108,-0.027714960310172863,-0.03357802393410406,-0.01859957517959909,-0.024623656181739065,-0.0042351903522964696,0.0005786382265874385
marske7,0.012774727819394718,0.0387010443419841,0.08788808695861124,0.06019242109095072,0.16008425801796142,0.039789825742202654,0.0007043535614327479,0.004833301902900553,-0.011985299356547598,-0.017949558865871497,-0.03233918890821072,-0.02851417711630452,-0.038528062339519206,-0.030507094778732004,-0.028645144366275587,-0.00990654417103548
N63618,0.027540371260095068,0.05460807422297856,0.11306502767934679,0.14086183527724572,0.14076425670202355,0.07751035855769771,0.03708352543870914,0.010302418204243068,-0.0058509199832895665,-0.04784550136275996,-0.03623769721628387,-0.10413629630727314,-0.044524606809412434,-0.018573071389792375,0.010689035252739329,0.00833274826767103
ma409,-0.0013165001317302642,0.03821878138370232,0.04299199784429943,0.08442878760267092,0.05840410241115618,0.0467120544045609,0.03455995058599924,0.003872408036641672,-0.009747782541018274,-0.029821284095045874,-0.0042650459646876825,-0.03299025297231433,0.04559350049686322,-0.017499138315008742,0.016206737146816395,-0.005094090332999818
DAI1335,0.02050853574260705,0.06208124911923839,0.12097653176081623,0.13706548470203284,0.18109303557977047,0.051159679426376746,0.0309610116475222,0.006045631718121755,-0.018572628146836478,-0.02477078850884646,-0.02933810187476963,-0.013893111043442328,-0.003644065079747653,0.010262163017930646,0.008101488493247495,0.0024126927070511235
SG6041,0.013171238702566814,0.04544260193239513,0.06300870215097386,0.08380620070576669,0.06985895841672506,0.06312050494021659,0.027194986639646746,0.007666641935796342,-0.010658143804530267,-0.020242712097514257,-0.03488863306976912,-0.022297879723953272,-0.04650235543941143,-0.014831115459539398,-0.003567124510692302,-2.9229047949045414e-05
DAE11,0.016795081127211915,0.05694224286939065,0.12402865533694886,0.12345998776131777,0.18895479140161203,0.06556621898068064,0.02896407442946754,0.006777518286670445,-0.015369690555654455,-0.016455699799974924,-0.015923559871424773,-0.0023481512013193476,0.015286709896482101,0.015072457712980939,0.01099038544077681,0.003128834594080486
