AG38,0.11796204687208600,0.14642322111041700,0.1762734966500110,0.03484558080078900,0.38128969254592600,-0.1914808585093380,0.4540393131341740,-0.11193367350988700,0.3133992965211280,0.03840950436261680,0.2761223920622160,-0.1150049437197000,0.0014928592956754500,-0.16861556427025500,0.21486686634930800,-0.4416137241563500,0.5143031171026280,-0.613341015593602,0.48058313819854700,-0.39162619161123200,0.1851989521577960,-0.1667561342009150,0.023686239303993900
EMX07,0.12050495331358900,0.2500250197913010,0.14421731645287200,0.3048616405126070,0.0764856267454041,0.17170639817838600,0.22501805732588100,-0.04420637259096070,0.2623016544032900,-0.04403858069891160,0.151686064456654,-0.1213484406195690,-0.024925691509347700,-0.13941338337964700,0.1017537608128750,-0.35010908422863200,0.27500810325884900,-0.42238932308785900,0.1530927175659300,-0.27901792905105600,-0.0036185410321478200,-0.2323666523435300,0.035208754693580200
ag10,0.10756461343701900,0.1253203816686220,0.1056541799638730,0.07444995994998730,0.17531336653943500,-0.09572886879227170,0.3554289106386620,-0.20738350836219500,0.3309694761937550,-0.08111124527550490,0.20829613309111300,-0.11197455648985700,0.01667908196798760,-0.10848483574179900,0.1605360498884490,-0.26443569439996600,0.35659834715452700,-0.393968418168849,0.3293862811774060,-0.24019225295862100,0.13057275273986600,-0.09739856273785400,0.013123866888050000
N634421,0.24252337122883200,0.24640736899308600,0.41436063671181100,0.1362968684884080,0.6176164346179030,0.05945607054590830,0.5162782214560860,0.1930666067373610,0.31325543984498300,0.20896735279692300,0.19910610035901900,-0.20553115824613900,-0.26787412108567700,-0.1342920401743590,-0.3227466968950990,-0.16932970732350100,-0.24952762739908900,-0.1544809494415140,-0.1730286696332400,-0.0681163701678174,-0.06210931264938210,0.12222930002510000,0.0370867496131171
SG6040,0.18270996865153900,0.2643625517943800,0.19048515055941000,0.4169589589238310,0.0410379245957158,0.5912448234964220,-0.060550283019760900,0.5776156271910430,0.07763675533985270,0.35880869161512100,0.2681801953017770,-0.17420908876015700,-0.1769854499649060,-0.06214660795597940,-0.33821453791795200,0.19471363671149600,-0.6035630172902190,0.2616254225148520,-0.3424514192858920,0.07318246325354570,-0.0829277343284482,0.09246570813125040,0.022907633009685400
DU84-132,0.17513532131892300,0.2628698231239560,0.1691842347777760,0.48086722369166600,-0.21357111610535000,0.9311362884179290,-0.40438164037563100,0.7348769405791590,0.05237866049043340,0.33313281082132300,0.29959702997853800,-0.1747658639469160,-0.060498569504762300,-0.25466097509516700,0.17144353532057800,-0.4477553594623650,0.1499279123446000,-0.010389235222912800,-0.46704767768039900,0.27276730390445600,0.007337387501066690,0.09506418903654220,0.02943923389655730
EH210,0.10941050689857200,0.2692389069007970,0.058223074783043300,0.4183705237801990,-0.14047405424524300,0.5022398704251880,-0.16230427860254300,0.3409025335120250,-0.00973134334350486,0.15342390165017200,0.054652459167724700,-0.11888490247260500,-0.09186508328882740,-0.04357484405450300,-0.13797719754242500,0.013860948608125900,-0.2105281136374260,0.02261473306614000,-0.19934666155236100,-0.040217768051586800,-0.13176661721166300,-0.06022057676087260,0.01706966928618790
FX61184,0.18225258849399400,0.2723784455523040,0.34537688983067900,0.09266816521657410,0.8078941728915520,-0.4326351881190370,1.1861644014875300,-0.3426787871428080,0.6623129010172640,0.04944515778720600,0.424399450451092,-0.14373177867199000,-0.22069394306192600,0.033588201580477700,-0.6159067413277330,0.5878717075684730,-1.1050470291455000,0.5713988921446330,-0.4922677027497760,0.20944998706880100,-0.08810908448647310,0.2643970435870890,0.04182902914856440
S4061,0.13841510840326200,0.20795833939195200,0.2206875807335740,0.22031682912453000,0.22223662265682100,0.22780134195481600,0.23142781966876900,0.22569539819179800,0.2049354535016160,0.16857339815284300,0.12674974871242100,-0.1282527441512250,-0.0716726447286363,-0.04274594908587470,-0.023473282042662800,-0.011441594415290100,-0.004056514726460890,-0.0008677982787172750,-3.09366509842985e-05,1.71119458209469e-06,8.85714968431464e-06,-2.11645597557433e-06,0.03195202612957210
Aquila,0.12764178521586500,0.2661452590064910,0.18268858434535700,0.28575963763487400,0.16618061744510000,0.28296208306446400,0.16604297579868900,0.22640363370190200,0.1860605648941170,0.1754153747873450,0.16991055608728500,-0.13258662073669400,0.060060599870563200,-0.1643830556244540,0.18950737027713700,-0.25432884808322200,0.2130993463099850,-0.18001424532716900,0.08496715279736470,-0.051077566287543800,0.0012278670131868900,-0.011175835900177700,0.040988317795435900
