SG6040,0.013554608,0.062694413,0.008789947,0.233139449,-0.133818862,0.490418246,-0.277114316,0.400337145,-0.10827046,0.098406673,0.010863428,0.004442523,-0.020407306,-0.00421327,-0.108374239,0.033652642,-0.196730906,0.160330682,-0.374923335,0.211294798,-0.120761748,0.036258203,-0.001608829,0.002287148
EH210,0.008443273,0.027426501,0.061798087,0.074182365,0.101656285,0.079514625,0.048120486,0.047686351,0.019133255,0.013773517,0.005540092,0.000580232,-0.008240631,-0.022099976,-0.032892016,-0.028752717,-0.020467858,-0.045431198,-0.026199812,-0.051580187,-0.015786719,-0.014791525,-0.005324814,-0.000602528
S4061,0.015978515,0.0298292,0.071205062,0.038724175,0.202619773,-0.035904094,0.196636777,0.038323219,0.052881958,0.01789128,0.009148001,0.002124187,-0.008561919,-0.019359433,-0.028937444,-0.026357605,-0.021320832,0.014710932,-0.007251704,0.002651111,-0.000731836,0.000148427,-2.01E-05,1.40E-06
Aquila,0.017535391,0.02210947,0.078996506,0.103744175,0.074503294,0.134573284,0.071639762,0.068677387,0.043875651,0.022956145,0.011691394,0.002915797,-0.00449842,-0.047985626,0.072806677,-0.126706169,0.127434394,-0.126642841,0.07972849,-0.048726184,0.015728203,-0.006708094,0.000363022,-0.000227826
N663418,0.045665233,-0.062897804,0.333394639,-0.480996476,1.023944581,-0.928751583,0.948002053,-0.254919534,0.200813566,0.010834527,0.019086364,0.00388898,-0.001505564,-0.070576372,0.037316495,-0.109382996,-0.134028065,0.10283265,-0.224090804,-0.077339624,-0.003112975,-0.021378371,0.010592091,0.000424247
dd928416,0.007193222,0.027198628,0.051739692,0.046582627,0.090453716,0.037266121,0.087336395,0.023936429,0.046691199,0.01514271,0.00920984,0.002103762,-0.008656257,-0.014106055,-0.037770696,-0.029329292,0.00438567,-0.118255129,0.103168795,-0.131326125,0.036976944,-0.02101969,0.00426483,-0.000109131
DAI1335,0.02177521,0.037509529,0.130911694,-0.01435112,0.442581861,-0.355310073,0.781034156,-0.368516767,0.257270989,-0.036427677,0.023626591,0.002056888,-0.02061062,-0.025876397,-0.022272244,-0.046137729,0.008406797,-0.04060965,0.01820897,-0.005319529,0.020890646,0.005114132,0.004878992,0.000935551
SG6041,0.010004616,0.048726051,0.015287954,0.172656037,-0.125407015,0.368548031,-0.232014391,0.301904202,-0.065558766,0.062627997,0.008855015,0.002809426,-0.015663079,0.013225444,-0.135905324,0.212349154,-0.41806864,0.415918157,-0.402753897,0.165248379,-0.076236294,0.014911466,-0.004398879,0.000801996
DAE11,0.017668417,0.025568802,0.165077047,-0.125050245,0.643257619,-0.59388483,0.912086792,-0.343849257,0.216618522,-0.013556733,0.01809392,0.002858547,-0.014672289,-0.029873641,0.019736194,-0.099249051,0.128245631,-0.156488818,0.149771116,-0.06163008,0.047825864,0.002733783,0.006894273,0.0012087
SG6043,0.014020478,0.052327809,0.036807506,0.180497195,-0.071852623,0.396551217,-0.210359064,0.387837375,-0.086982846,0.103409976,0.023324074,0.006094157,-0.021222068,0.003275207,-0.071420332,0.07486504,-0.109501126,0.127647856,-0.119617885,0.118000948,-0.019106023,0.030916115,0.013901408,0.003819723
