AG38,0.10965827257747325,0.1525939618458148,0.142549414229859,0.12779863263399777,0.19675422988478172,0.06956868413684551,0.14982461943950717,0.18521054653152189,0.08025452433869343,0.25774991123904906,-0.11726188326410088,-0.02056614541331438,-0.08682021887541586,0.0060192085668183655,-0.030465600459293328,-0.09243529364431807,0.08826430656543735,-0.1608975744583658,0.08163106760970827,-0.12670962611372938,0.03131408951925495
EMX07,0.11945173211852923,0.2604923900966621,0.11275434093191995,0.3898721667831298,-0.13911650824733734,0.4948735670736238,-0.19818349131183366,0.337750331370337,-0.0631776080316603,0.15116241171566755,-0.11922695173330479,-0.03601429898537308,-0.10028913722242995,-0.0009904137001679443,-0.17183609439365932,0.026744173879750314,-0.16584523600868986,-0.10575859864560459,-0.06802189966575785,-0.20953439887910486,0.03624630070437058
ag10,0.10303731117595093,0.13452906869268702,0.06155887620636126,0.18677746119205044,-0.0721210847976654,0.29931843282063125,-0.13927536047469005,0.2784295709638635,-0.05468552782558418,0.19451434372676574,-0.1106267612835489,0.006195625411105566,-0.05438231409549464,0.023540294684746874,0.0185585154854946,-0.06839559303689319,0.0866572424013752,-0.10023205185786381,0.0694534050439285,-0.07335921676744095,0.016045980549995106
N634421,0.23893009859399852,0.2708788439482569,0.35828017106788235,0.26156647117835996,0.4536656932988032,0.21558485962105367,0.38227614588054404,0.24677334840294093,0.23483220832681867,0.19475958370583582,-0.20348731638178177,-0.27656832017253585,-0.11048047368644072,-0.37995333592864233,-0.10590803470671196,-0.2669554343432267,-0.1419836495916092,-0.09535349338083988,-0.07369476107844392,0.12063595501245883,0.03484538919527357
SG6040,0.18453452697218853,0.2564970263355246,0.23318501195916325,0.3139179767394607,0.2595898525957446,0.25403407214077944,0.33936145182249294,0.22384235771531746,0.2899506072922541,0.28929705113674214,-0.17804495519964197,-0.1558900358025724,-0.1332754850194454,-0.16581986858291756,-0.1052270955203216,-0.24563607361534948,-0.02293508760543326,-0.09172960739182508,-0.03889269436116778,0.07920272573219622,0.023329855282624382
DU84-132,0.173700437816714,0.2428745072699297,0.2633682642493678,0.21651200926242706,0.30443165613460343,0.2241954714760628,0.2891487740638274,0.267608748880928,0.26062606340072286,0.3114204864113515,-0.17884715289681125,-0.05609696801913288,-0.28529171756633476,0.30169673003355313,-0.8004463450882606,0.8549506068888018,-0.989675568964339,0.42067093257141136,-0.03043209820969962,0.10312667478244174,0.03396063037343943
EH210,0.11098843672850967,0.26323144789137154,0.09036210768600696,0.3272248585966973,0.015196684835607058,0.26865737472649726,0.0631635909820451,0.1384076699074639,0.09928048598606476,0.07094271982609232,-0.1218594199194652,-0.08434853096568934,-0.06046444815288851,-0.09734393372928782,-0.06652631428908182,-0.10584478688829534,-0.10191452965805177,-0.09655762478236445,-0.10948752499443284,-0.06869905673214032,0.018964817011345104
FX61184,0.21988927211695786,0.3147492133429654,0.22833725255821288,0.4182720260275891,0.19121612718586042,0.46268406803517326,0.24966481710485178,0.35937118924732675,0.15709637595784157,0.3899235433308041,-0.10774595154040605,-0.18619035957152938,-0.07371238924936398,-0.37350027222437643,0.19552972103367877,-0.6955108551218635,0.29379969246211357,-0.1691550252764727,0.012592532181127465,0.2370212016311446,-0.0005902704750595146
S4061,0.13729847648762875,0.21194131002814132,0.22150471589787182,0.2196205419341396,0.2240502674002146,0.23151661775693205,0.231257974786762,0.21282752183125278,0.17323468173639398,0.126745793486388,-0.12936791455994642,-0.06913659153736922,-0.03749594324495388,-0.017706855987687526,-0.007084167725536915,-0.0012428305718207577,-0.00010763609712688643,1.5236872583857262e-05,7.599331630412989e-06,-1.7774968937162885e-06,0.03307046400610184
Aquila,0.12673966084311758,0.2673027645683245,0.18571273818634573,0.2715284762526438,0.1916432337699351,0.2472647765800193,0.18031623984979828,0.21347557702895179,0.16813482910699332,0.17175737596191376,-0.1335524484080915,0.05970480558680664,-0.15676507039104376,0.16380959477583337,-0.19863474824896624,0.13784111875322672,-0.10533454890200941,0.03376016000565784,-0.025985724294033407,-0.00536650218519567,0.04409982437560548
