AG38,0.0107281538400334,0.03415849048939026,0.05484060433421048,0.05619917178307812,0.04287200451399173,0.026033955230978973,0.011241293416686636,-0.008021799976068568,-0.014713155462717358,-0.01668441732323802,-0.013047066721797862,-0.009144131970428068,-0.005370425139326761,-0.003788557079794563
EMX07,0.00976722442324556,0.04446711340472118,0.07767812773004547,0.06939433952309589,0.040332293136125116,0.01567649667757929,0.00445300978983213,-0.0077309101600519904,-0.015216121754101305,-0.022196496144406042,-0.027964901485850725,-0.028829457267556938,-0.019673130263855504,-0.008911844523137596
ag10,0.009246801060044814,0.028744400027314366,0.04111783755890238,0.03641986913683182,0.026969256134921068,0.015099444584946005,0.006606124942152866,-0.009035908491166809,-0.01411676100732699,-0.008040835013397068,-0.001315266493742818,-0.0014866166051805628,-0.0013387431741813214,-0.0019360306823722369
N634421,0.023183559514110625,0.0632432273861178,0.11432417521219175,0.13121359589267426,0.09659307956104711,0.043150375395345206,0.009380939201236312,-0.010173821969612218,-0.04679826548193164,-0.08033052160749608,-0.08794106290052822,-0.05144002251771354,-0.010615279020514031,0.005647134017457919
SG6040,0.01528839049459818,0.0522254955775621,0.09429011202732525,0.10812991639147707,0.08722855531370866,0.04756966840557026,0.014671990421768368,-0.012265321094712728,-0.035966338214815485,-0.05408563401397111,-0.058743452756733525,-0.035788385705309164,-0.006295898413026275,0.0035004873228840277
DU84-132,0.015569802285781056,0.05219315363457794,0.09127595362834534,0.1006668256759083,0.08322136392782213,0.047298176622181644,0.015348471879052212,-0.01117884226253666,-0.028696566244741917,-0.04098049618800888,-0.03749598317066263,-0.02891265950133348,0.0052887515855069,0.005661925375486109
EH210,0.007939865695015055,0.04058212252861304,0.07169111132428853,0.06836003173747107,0.04270979198834645,0.018221999468717845,0.0036181519044760613,-0.008016786281240354,-0.022280042730482147,-0.02892415215345123,-0.0326935795239651,-0.030570052156042287,-0.01719853332616763,-0.00363956419573191
FX61184,0.016859242785358868,0.05759677904628608,0.10603576898491197,0.12508591840038458,0.10134029797366786,0.04712537643890197,0.01708380768030895,-0.0067966013403017896,-0.03089094405184274,-0.05749745101710835,-0.06895867879562649,-0.037151172886646815,0.003171163888264086,0.010541231869335602
S4061,0.012786392136466342,0.04339995408040112,0.07933049844739087,0.08820216548078515,0.07010558207489787,0.03234873132109315,0.006117809140543914,-0.0077243855481383605,-0.02014841820662407,-0.018473294019958546,-0.005950277143107653,-0.00045295285102952334,5.072949863256036e-08,-1.8640567930749603e-08
Aquila,0.010606857613052502,0.048370012927936586,0.08499150690566624,0.08907178876681816,0.06533647026018753,0.032121361499091,0.008296613622075103,-0.009299289260263355,-0.009338373451546582,-0.007561850177942531,-0.005811139788428808,-0.0036791077961477727,-0.0018195241300960942,-0.0004632730675985638
