AG38,0.16508549374742248,0.1630210929994401,0.14114489613239758,0.13339004689757852,0.15176044132202457,0.10044807783018395,0.22498155783629767,-0.05843543710237707,-0.003834737353833528,-0.08695320049813728,0.04700008899035169,-0.11094172848028641,0.045046070127357785,-0.09322317408838764,-0.02276856658805136
EMX07,0.16804462045001775,0.2609046278868425,0.17876148407187442,0.14003271782944013,0.1510500640400617,0.05701768633692269,0.09608993437530972,-0.07846495643924398,-0.01449952715418276,-0.13340446041202317,0.016555290956273946,-0.1945193398690493,-0.026805941309027904,-0.1974290903696935,-0.0035740912297322633
ag10,207.79715517365725,52.04711905216385,5.254007900610862,-0.5115011079530013,0.2971721656270682,-0.024314610292843333,0.1567203116183149,207.58381869792564,51.9614190709454,5.090974718835119,-0.47936201478713975,0.06662537355811583,0.010728772157037597,-0.04383455298137432,-207.6758538205603
N634421,0.25592951851120394,0.28621867349920377,0.37435525800240527,0.3159092483920695,0.3364677710238043,0.24266851627879937,0.19578473266690036,-0.19794872306221184,-0.25160709455436747,-0.18523197753257445,-0.314283168149511,-0.0732143094990558,-0.16675909335752437,0.12173239209933621,0.017502661633618365
SG6040,0.2762384659403768,0.27907769196546817,0.2845848948997722,0.26545726427482025,0.30556191621218615,0.24534716757847977,0.2980165918964008,-0.08752253812488818,-0.14588342057907105,-0.07886991907558709,-0.2786087570600254,-0.0155813824855106,-0.11151613297045915,0.07916582786220736,-0.06518816508545033
DU84-132,0.25369686299758004,0.28526939953051855,0.23474821181194336,0.26342150280163446,0.28364486556122737,0.2444983168730622,0.3095008722728394,-0.09337673787231524,-0.04706009643766825,-0.22776211545992814,0.15714869543931004,-0.4209712923653562,0.18464318976066083,0.06895474275873947,-0.04653335998656614
EH210,0.23951293249378972,0.2835437103895012,0.12688055709584334,0.21711642246433902,0.08379243685784847,0.13633908051242147,0.06542814939322242,-0.006967665800682297,-0.03854049707042584,-0.07429884321855776,-0.09387880172658718,-0.09860253643882771,-0.11552726475022645,-0.07321129358173073,-0.09706583336127016
FX61184,479.08155587424955,120.0491771500312,12.200056861829742,-1.0151557860044735,0.8323490013368824,0.0030391779177568246,0.40130795587498425,478.74853272019215,119.51514120041067,11.87238867399133,-1.753111628656849,0.45676226607066794,-0.2453784169622442,0.2562800575736814,-478.8586202275511
S4061,0.128999916773149,0.23070377337894352,0.20789902816391098,0.22732488142718935,0.24937594736708632,0.19655379768391176,0.12672988630665774,-0.13764250414824705,-0.057738809734727906,-0.013623761212261313,0.00015803934278409265,-6.074535672076483e-05,2.1321252748138043e-05,-2.4357627367881933e-06,0.04136111880434335
Aquila,0.23714042295286153,0.30602857863516447,0.16596087202873955,0.2864738106382624,0.16642906306162808,0.20471395586416538,0.16187307765375453,-0.01290553306340829,0.059567398886703864,-0.09120017958871704,0.05914938389117126,-0.05861078950695872,0.010685950582860619,-0.015558342629067107,-0.05995882502304418
